second,Volt1,Volt2,Volt3,Volt4
-5.614000E+00,+3.209121E+00,+2.994895E+00,+2.994895E+00,+2.994895E+00
-5.612000E+00,+3.205774E+00,+2.994895E+00,+2.994895E+00,+2.994895E+00
-5.610000E+00,+3.205774E+00,+2.994895E+00,+2.994895E+00,+2.994895E+00
-5.608000E+00,+3.206196E+00,+2.994895E+00,+2.994895E+00,+2.994895E+00
-5.606000E+00,+3.209121E+00,+2.994895E+00,+2.994895E+00,+2.994895E+00
-5.604000E+00,+3.205774E+00,+2.994895E+00,+2.994895E+00,+2.994895E+00
-5.602000E+00,+3.207512E+00,+2.994895E+00,+2.994895E+00,+2.994895E+00
-5.600000E+00,+3.208895E+00,+2.994895E+00,+2.994895E+00,+2.994895E+00
-5.598000E+00,+3.207060E+00,+2.994895E+00,+2.994895E+00,+2.994895E+00
-5.596000E+00,+3.206324E+00,+2.994895E+00,+2.994895E+00,+2.994895E+00
-5.594000E+00,+3.209121E+00,+2.994895E+00,+2.994895E+00,+2.994895E+00
-5.592000E+00,+3.209121E+00,+2.994895E+00,+2.994895E+00,+2.994895E+00
-5.590000E+00,+3.212469E+00,+2.994895E+00,+2.994895E+00,+2.994895E+00
-5.588000E+00,+3.205774E+00,+2.994895E+00,+2.994895E+00,+2.994895E+00
-5.586000E+00,+3.206088E+00,+2.994895E+00,+2.994895E+00,+2.994895E+00
-5.584000E+00,+3.209121E+00,+2.994895E+00,+2.994895E+00,+2.994895E+00
-5.582000E+00,+3.212458E+00,+2.994895E+00,+2.994895E+00,+2.994895E+00
-5.580000E+00,+3.207620E+00,+2.994895E+00,+2.994895E+00,+2.994895E+00
-5.578000E+00,+3.211800E+00,+2.994895E+00,+2.994895E+00,+2.994895E+00
-5.576000E+00,+3.207944E+00,+2.994895E+00,+2.994895E+00,+2.994895E+00
-5.574000E+00,+3.209121E+00,+2.994895E+00,+2.994895E+00,+2.994895E+00
-5.572000E+00,+3.211615E+00,+2.994895E+00,+2.994895E+00,+2.994895E+00
-5.570000E+00,+3.209121E+00,+2.994895E+00,+2.994895E+00,+2.994895E+00
-5.568000E+00,+3.205774E+00,+2.994895E+00,+2.994895E+00,+2.994895E+00
-5.566000E+00,+3.209121E+00,+2.994895E+00,+2.994895E+00,+2.994895E+00
-5.564000E+00,+3.212264E+00,+2.994895E+00,+2.994895E+00,+2.994895E+00
-5.562000E+00,+3.207405E+00,+2.994895E+00,+2.994895E+00,+2.994895E+00
-5.560000E+00,+3.205893E+00,+2.994895E+00,+2.994895E+00,+2.994895E+00
-5.558000E+00,+3.208560E+00,+2.994895E+00,+2.994895E+00,+2.994895E+00
-5.556000E+00,+3.209564E+00,+2.994895E+00,+2.994895E+00,+2.994895E+00
-5.554000E+00,+3.213678E+00,+2.994895E+00,+2.994895E+00,+2.994895E+00
-5.552000E+00,+3.209121E+00,+2.994895E+00,+2.994895E+00,+2.994895E+00
-5.550000E+00,+3.209121E+00,+2.994895E+00,+2.994895E+00,+2.994895E+00
-5.548000E+00,+3.206865E+00,+2.994895E+00,+2.994895E+00,+2.994895E+00
-5.546000E+00,+3.209121E+00,+2.994895E+00,+2.994895E+00,+2.994895E+00
-5.544000E+00,+3.210536E+00,+2.994895E+00,+2.994895E+00,+2.994895E+00
-5.542000E+00,+3.205871E+00,+2.994895E+00,+2.994895E+00,+2.994895E+00
-5.540000E+00,+3.210860E+00,+2.994895E+00,+2.994895E+00,+2.994895E+00
-5.538000E+00,+3.209121E+00,+2.994895E+00,+2.994895E+00,+2.994895E+00
-5.536000E+00,+3.211184E+00,+2.994895E+00,+2.994895E+00,+2.994895E+00
-5.534000E+00,+3.209673E+00,+2.994895E+00,+2.994895E+00,+2.994895E+00
-5.532000E+00,+3.212469E+00,+2.994895E+00,+2.994895E+00,+2.994895E+00
-5.530000E+00,+3.212469E+00,+2.994895E+00,+2.994895E+00,+2.994895E+00
-5.528000E+00,+3.209121E+00,+2.994895E+00,+2.994895E+00,+2.994895E+00
-5.526000E+00,+3.209121E+00,+2.994895E+00,+2.994895E+00,+2.994895E+00
-5.524000E+00,+3.209434E+00,+2.994895E+00,+2.994895E+00,+2.994895E+00
-5.522000E+00,+3.207297E+00,+2.994895E+00,+2.994895E+00,+2.994895E+00
-5.520000E+00,+3.209121E+00,+2.994895E+00,+2.994895E+00,+2.994895E+00
-5.518000E+00,+3.210274E+00,+2.994895E+00,+2.994895E+00,+2.994895E+00
-5.516000E+00,+3.206110E+00,+2.994895E+00,+2.994895E+00,+2.994895E+00
-5.514000E+00,+3.210297E+00,+2.994895E+00,+2.994895E+00,+2.994895E+00
-5.512000E+00,+3.215156E+00,+2.994895E+00,+2.994895E+00,+2.994895E+00
-5.510000E+00,+3.209121E+00,+2.994895E+00,+2.994895E+00,+2.994895E+00
-5.508000E+00,+3.203411E+00,+2.994895E+00,+2.994895E+00,+2.994895E+00
-5.506000E+00,+3.211941E+00,+2.994895E+00,+2.994895E+00,+2.994895E+00
-5.504000E+00,+3.209121E+00,+2.994895E+00,+2.994895E+00,+2.994895E+00
-5.502000E+00,+3.208918E+00,+2.994895E+00,+2.994895E+00,+2.994895E+00
-5.500000E+00,+3.210753E+00,+2.994895E+00,+2.994895E+00,+2.994895E+00
-5.498000E+00,+3.209121E+00,+2.994895E+00,+2.994895E+00,+2.994895E+00
-5.496000E+00,+3.207730E+00,+2.994895E+00,+2.994895E+00,+2.994895E+00
-5.494000E+00,+3.209566E+00,+2.994895E+00,+2.994895E+00,+2.994895E+00
-5.492000E+00,+3.210189E+00,+2.994895E+00,+2.994895E+00,+2.994895E+00
-5.490000E+00,+3.209121E+00,+2.994895E+00,+2.994895E+00,+2.994895E+00
-5.488000E+00,+3.209865E+00,+2.994895E+00,+2.994895E+00,+2.994895E+00
-5.486000E+00,+3.205774E+00,+2.994895E+00,+2.994895E+00,+2.994895E+00
-5.484000E+00,+3.209121E+00,+2.994895E+00,+2.994895E+00,+2.994895E+00
-5.482000E+00,+3.205259E+00,+2.994895E+00,+2.994895E+00,+2.994895E+00
-5.480000E+00,+3.205870E+00,+2.994895E+00,+2.994895E+00,+2.994895E+00
-5.478000E+00,+3.209255E+00,+2.994895E+00,+2.994895E+00,+2.994895E+00
-5.476000E+00,+3.206003E+00,+2.994895E+00,+2.994895E+00,+2.994895E+00
-5.474000E+00,+3.211186E+00,+2.994895E+00,+2.994895E+00,+2.994895E+00
-5.472000E+00,+3.209121E+00,+2.994895E+00,+2.994895E+00,+2.994895E+00
-5.470000E+00,+3.211510E+00,+2.994895E+00,+2.994895E+00,+2.994895E+00
-5.468000E+00,+3.209121E+00,+2.994895E+00,+2.994895E+00,+2.994895E+00
-5.466000E+00,+3.209756E+00,+2.994895E+00,+2.994895E+00,+2.994895E+00
-5.464000E+00,+3.209121E+00,+2.994895E+00,+2.994895E+00,+2.994895E+00
-5.462000E+00,+3.203049E+00,+2.994895E+00,+2.994895E+00,+2.994895E+00
-5.460000E+00,+3.209419E+00,+2.994895E+00,+2.994895E+00,+2.994895E+00
